연번,국명,학명,과국명,과명,개화기시작(월),결실기(월),보호식물여부,특산식물여부,크기
925,회령바늘꽃,Epilobium fastigiato-ramosum Nakai,바늘꽃과,Onagraceae,6,8,N,N,높이 20-60cm
926,버들바늘꽃,Epilobium palustre L.,바늘꽃과,Onagraceae,7,8,Y,N,높이가 10-60cm정도로 자란다.
927,바늘꽃,Epilobium pyrricholophum Franch. & Sav.,바늘꽃과,Onagraceae,8,9,N,N,높이 30~90cm
928,돌바늘꽃,Epilobium amurense Hausskn. subsp. cephalostigma (Hausskn.) C.J.Chen & Hoch & P.H.Raven,바늘꽃과,Onagraceae,7,8,N,N,높이 15-60cm
929,큰바늘꽃,Epilobium hirsutum L.,바늘꽃과,Onagraceae,7,8,Y,N,높이가 1m정도로 자란다.
930,줄바늘꽃,Epilobium ciliatum Raf.,바늘꽃과,Onagraceae,7,8,N,N,높이 35-80cm
931,호바늘꽃,Epilobium amurense Hausskn.,바늘꽃과,Onagraceae,7,8,N,N,높이 60-70cm
932,좀바늘꽃,Epilobium tenue Kom.,바늘꽃과,Onagraceae,8,8,N,N,높이 40cm
933,두메바늘꽃,Epilobium angulatum Kitag.,바늘꽃과,Onagraceae,7,8,N,N,높이 15~60cm이다.
934,분홍바늘꽃,Epilobium angustifolium L.,바늘꽃과,Onagraceae,7,8,Y,N,높이가 1.5m정도 된다.
935,넓은잎바늘꽃,Epilobium cephalostigma var. nudicarpum (Kom.) Hara,바늘꽃과,Onagraceae,7,8,N,N,높이 15-60cm
936,명천바늘꽃,Epilobium cylindrostigma Kom.,바늘꽃과,Onagraceae,8,8,N,N,높이 50~60cm이다.
937,,Epilobium angulatum Kom.,바늘꽃과,Onagraceae,8,8,N,N,높이 25cm가량
938,울릉바늘꽃,Epilobium ulleungensis J. M. Chung,바늘꽃과,Onagraceae,7,9,N,N,높이 2~2.4m 정도로 자란다.
939,쥐털이슬,Circaea alpina L.,바늘꽃과,Onagraceae,7,8,N,N,높이가 5-15cm정도로 자란다.
940,말털이슬,Circaea lutetiana L. subsp. quadrisulcata (Maxim.) Asch. & Magnus,바늘꽃과,Onagraceae,7,8,N,N,높이가 30-40cm 정도로 자란다.
941,붉은털이슬,Circaea erubescens Franch. & Sav.,바늘꽃과,Onagraceae,7,8,N,N,높이 20~50cm이다.
942,쇠털이슬,Circaea cordata Royle,바늘꽃과,Onagraceae,7,8,N,N,키 40-50cm
943,털이슬,Circaea mollis Slebold & Zucc.,바늘꽃과,Onagraceae,8,8,N,N,높이 40-60cm
944,푸른말털이슬,Circaea quadrisulcata f. viridicalyx (H. Hara) Kitag.,바늘꽃과,Onagraceae,7,8,N,N,높이 30~40cm이다.
945,둥근정향나무,Syringa velutina var. kamibayashii (Nakai) T.B.Lee,물푸레나무과,Oleaceae,5,5,N,N,높이 1.5m 내외.
946,정향나무,Syringa patula var. kamibayashii (Nakai) M.Y.Kim,물푸레나무과,Oleaceae,5,5,Y,N,높이 1.5m.
947,버들개회나무,Syringa fauriei H.L?v.,물푸레나무과,Oleaceae,5,5,N,Y,2~6m5~6m
948,흰섬개회나무,Syringa patula var. venosa f. lactea K.Kim,물푸레나무과,Oleaceae,5,5,N,N,높이 2~4m.
949,흰정향나무,Syringa patula var. kamibayshii f. lactea (Nakai) M.Y.Kim,물푸레나무과,Oleaceae,5,5,N,N,높이 1.5m
950,개회나무,Syringa reticulata (Blume) H.Hara,물푸레나무과,Oleaceae,6,6,N,N,높이 4 ~ 6m.
951,수수꽃다리,Syringa oblata Lindl. var. dilatata (Nakai) Rehder,물푸레나무과,Oleaceae,4,4,N,N,높이 2 ~ 3m.
952,털개회나무,Syringa pubescens Turcz. subsp. patula (Palib.) M.C.Chang & X.L.Chen,물푸레나무과,Oleaceae,5,6,N,N,높이 3m.
953,수개회나무,Syringa reticulata f. bracteata (Nakai) T.B.Lee,물푸레나무과,Oleaceae,6,6,N,N,높이 4m.
954,긴잎개회나무,Syringa reticulata var. mandshurica f. longifolia T.B.Lee,물푸레나무과,Oleaceae,6,6,N,N,높이 4m
955,섬개회나무,Syringa patula (Palib.) Nakai var. venosa (Nakai) M.Kim,물푸레나무과,Oleaceae,5,5,N,Y,높이 1.5m에 달한다.
956,꽃개회나무,Syringa villosa Vahl subsp. wolfii (C.K.Schneid.) Y.Chen & D.Y.Hong,물푸레나무과,Oleaceae,6,7,Y,N,높이 4 ~ 6m.
957,털긴잎개회나무,Syringa reticulata var. mandshurica f. koreana T.B.Lee,물푸레나무과,Oleaceae,6,6,N,N,높이 4m
958,털꽃개회나무,Syringa formoisissima Nakai var. hirsuta (Nakai) Nakai,물푸레나무과,Oleaceae,6,7,N,N,높이 4-6m
959,들정향나무,Syringa reticulata (Blume) H. Hara,물푸레나무과,Oleaceae,6,6,N,N,높이 4m
960,박달목서,Osmanthus insularis Koidz.,물푸레나무과,Oleaceae,11,12,Y,N,높이 8m.
961,광나무,Ligustrum japonicum Thunb.,물푸레나무과,Oleaceae,7,8,N,N,높이 3 ~ 5m.
962,당광나무,Ligustrum lucidum W.T.Aiton,물푸레나무과,Oleaceae,8,8,N,N,높이는 5-10m 정도로 자란다.
963,쥐똥나무,Ligustrum obtusifolium Siebold & Zucc.,물푸레나무과,Oleaceae,5,6,N,N,"높이 2 ~ 4m, 수관폭 3m."
964,산동쥐똥나무,Ligustrum leucanthum (S.Moore) P.S.Green,물푸레나무과,Oleaceae,5,6,N,Y,키 3m
965,섬쥐똥나무,Ligustrum foliosum Nakai,물푸레나무과,Oleaceae,6,6,N,Y,높이는 1-3m 정도에 이른다.
966,왕쥐똥나무,Ligustrum ovalifolium Hassk.,물푸레나무과,Oleaceae,6,6,N,N,높이 5m.
967,상동잎쥐똥나무,Ligustrum quihoui Carri?re var. latifolium Nakai,물푸레나무과,Oleaceae,7,7,N,N,높이 2m.
968,둥근잎섬쥐똥나무,Ligustrum foliosum Nakai f. ovale Nakai,물푸레나무과,Oleaceae,6,6,N,N,높이 1-3m
969,둥근잎광나무,Ligustrum japonicum Thunb. var. rotundifolium Blume,물푸레나무과,Oleaceae,7,8,N,N,높이 3-5m
970,버들쥐똥나무,Ligustrum salicinum (Nakai) Nakai,물푸레나무과,Oleaceae,5,6,N,N,키 4~6m
971,털쥐똥나무,Ligustrum obtusifolium Siebold & Zucc. var. regelianum Rehder,물푸레나무과,Oleaceae,5,6,N,N,수고 3m 정도
972,좀쇠물푸레,Fraxinus sieboldiana var. angusta Blume,물푸레나무과,Oleaceae,5,5,N,N,높이 10m.
973,물푸레나무,Fraxinus rhynchophylla Hance,물푸레나무과,Oleaceae,5,5,N,N,"높이 10m, 지름 50cm."
974,쇠물푸레나무,Fraxinus sieboldiana Blume,물푸레나무과,Oleaceae,5,5,N,N,높이 10m.
975,들메나무,Fraxinus mandshurica Rupr.,물푸레나무과,Oleaceae,5,5,N,N,"높이 30m, 지름 1m."
976,광릉물푸레,Fraxinus rhynchophylla var. densata (Nakai) Y.N.Lee,물푸레나무과,Oleaceae,5,5,N,N,높이는 8~15m이다. 
977,물들메나무,Fraxinus chiisanensis Nakai,물푸레나무과,Oleaceae,5,5,N,Y,높이 30m.
978,산개나리,Forsythia saxatilis (Nakai) Nakai,물푸레나무과,Oleaceae,4,4,Y,Y,높이 1m.
979,개나리,Forsythia koreana (Rehder) Nakai,물푸레나무과,Oleaceae,4,4,N,Y,높이 3m. 
980,장수만리화,Forsythia nakaii (Uyeki) T.B.Lee,물푸레나무과,Oleaceae,4,4,N,Y,높이 1 ~ 1.5m.
981,만리화,Forsythia ovata Nakai,물푸레나무과,Oleaceae,4,4,Y,Y,높이 1 ~ 1.5m.
982,이팝나무,Chionanthus retusus Lindl. & Paxton,물푸레나무과,Oleaceae,5,6,Y,N,"높이 25m, 지름 50cm."
983,긴잎이팝나무,Chionanthus retusus var. coreana (H.L?v.) Nakai,물푸레나무과,Oleaceae,5,6,N,N,높이 20m
984,분홍미선나무,Abeliophyllum distichum f. lilacinum Nakai,물푸레나무과,Oleaceae,3,4,N,N,높이 1m
985,상아미선나무,Abeliophyllum distichum f. eburneum T.B.Lee,물푸레나무과,Oleaceae,3,4,N,N,높이 1m
986,둥근미선나무,Abeliophyllum distichum var. rotundicarpum T.B.Lee,물푸레나무과,Oleaceae,3,4,N,N,높이 1.5m 정도
987,미선나무,Abeliophyllum distichum Nakai,물푸레나무과,Oleaceae,3,4,Y,Y,높이 1m.
988,푸른미선나무,Abeliophyllum distichum f. viridicalycinum T.B.Lee,물푸레나무과,Oleaceae,3,4,N,N,높이 1m
989,두메양귀비,Papaver radicatum var. pseudoradicatum (Kitag.) Kitag.,양귀비과,Papaveraceae,7,8,N,N,높이는 5~10cm 정도이다.
990,흰두메양귀비,Papaver radicatum var. pseudoradicatum f. albiflorum Y.N.Lee,양귀비과,Papaveraceae,7,8,N,N,높이 5~10cm이다.
991,갈래두메양귀비,Papaver radicatum var. dissectipetalum Y.N.Lee,양귀비과,Papaveraceae,7,7,N,N,높이 5~10cm이다.
992,흰양귀비,Papaver amurense (N.Busch) N.Busch ex Tolm.,양귀비과,Papaveraceae,6,7,N,N,높이 50cm에 달한다.
993,애기똥풀,Chelidonium majus var. asiaticum (Hara) Ohwi,양귀비과,Papaveraceae,5,8,N,N,높이는 30-80cm 가량된다.
994,피나물,Hylomecon vernalis Maxim.,양귀비과,Papaveraceae,4,5,N,N,높이가 30cm 가량 된다.
995,매미꽃,Coreanomecon hylomeconoides Nakai,양귀비과,Papaveraceae,6,7,Y,Y,높이 20-40cm 정도이다.
996,금낭화,Dicentra spectabilis (L.) Lem.,양귀비과,Papaveraceae,5,6,N,N,높이 40-50cm.
997,갈퀴현호색,Corydalis grandicalyx B.U.Oh & Y.S.Kim,양귀비과,Papaveraceae,3,4,N,Y,높이 10~20㎝
998,왜현호색,Corydalis ambigua Cham. & Schleht.,양귀비과,Papaveraceae,4,5,N,N,높이 10-30cm에 이른다.
999,갯괴불주머니,Corydalis platycarpa (Maxim.) Makino,양귀비과,Papaveraceae,4,5,N,N,높이 40-60㎝이다.
1000,괴불주머니,Corydalis pallida (Thunb.) Pers.,양귀비과,Papaveraceae,4,7,N,N,높이 20-50cm
1001,흰왜현호색,Corydalis ambigua f. lacticolora Y.N.Lee,양귀비과,Papaveraceae,4,5,N,N,높이 10-30cm
1002,흰좀현호색,Corydalis decumbens f. albiflorus Y.N.Lee,양귀비과,Papaveraceae,5,5,N,N,높이 10-30cm
1003,자주괴불주머니,Corydalis incisa (Thunb.) Pers.,양귀비과,Papaveraceae,5,5,N,N,높이 20~50cm
1004,선괴불주머니,Corydalis pauciovulata Ohwi,양귀비과,Papaveraceae,6,10,N,N,길이 20~50cm정도이고 털이 없다.
1005,줄현호색,Corydalis bungeana Turcz.,양귀비과,Papaveraceae,4,5,N,N,높이 30~60cm이다.
1006,큰괴불주머니,Corydalis gigantea Trautv. & Meyer,양귀비과,Papaveraceae,6,8,N,N,높이 1.5m에 달한다.
1007,난쟁이현호색,Corydalis humilis B.U.Oh & Y.S.Kim,양귀비과,Papaveraceae,4,4,N,Y,전체가 소형이다. 높이가 4-23㎝이다.
1008,가는괴불주머니,Corydalis raddeana Regel,양귀비과,Papaveraceae,7,9,N,N,길이 60cm.
1009,진펄현호색,Corydalis buschii Nakai,양귀비과,Papaveraceae,4,5,N,N,높이 10~15cm이다.
1010,섬현호색,Corydalis filistipes Nakai,양귀비과,Papaveraceae,5,5,Y,Y,"높이 40cm, 덩이줄기의 지름 2-3cm"
1011,탐라현호색,Corydalis hallaisanensis H.L?v.,양귀비과,Papaveraceae,4,4,N,Y,키가 20㎝ 정도 자란다.
1012,현호색,Corydalis remota Fisch. ex Maxim.,양귀비과,Papaveraceae,4,4,N,N,높이 20cm.
1013,들현호색,Corydalis ternata (Nakai) Nakai,양귀비과,Papaveraceae,4,4,N,N,높이 15cm
1014,눈괴불주머니,Corydalis ochotensis Turcz.,양귀비과,Papaveraceae,6,9,N,N,길이 50~90cm 정도이고 털이 없다.
1015,점현호색,Corydalis maculata B.U.Oh & Y.S.Kim,양귀비과,Papaveraceae,4,5,N,Y,높이가 8-25㎝이다.
1016,산괴불주머니,Corydalis speciosa Maxim.,양귀비과,Papaveraceae,4,6,N,N,높이 50cm 가량된다.
1017,흰자주괴불주머니,Corydalis incisa f. albiflora Y.N.Lee,양귀비과,Papaveraceae,5,5,N,N,높이 20-50cm
1018,좀현호색,Corydalis decumbens (Thunb.) Pers.,양귀비과,Papaveraceae,5,5,N,N,높이 10-30cm
1019,염주괴불주머니,Corydalis heterocarpa Siebold & Zucc.,양귀비과,Papaveraceae,4,5,N,N,높이 40~60cm
1020,줄꽃주머니,Adlumia asiatica Ohwi,양귀비과,Papaveraceae,7,8,N,N,길이가 1m에 달한다.
1021,죽절초,Sarcandra glabra (Thunb.) Nakai,홀아비꽃대과,Chloranthaceae,6,7,Y,N,높이 1m.
1022,꽃대,Chloranthus serratus (Thunb.) Roem. & Schult.,홀아비꽃대과,Chloranthaceae,4,5,Y,N,높이 30~50cm
1023,홀아비꽃대,Chloranthus japonicus Siebold,홀아비꽃대과,Chloranthaceae,4,5,N,N,높이 20-30cm 가량된다.
1024,후추등,Piper kadsura (Choisy) Ohwi,후추과,Piperaceae,6,7,N,N,"길이 4m, 지름 3mm."
1025,삼백초,Saururus chinensis (Lour.) Baill.,삼백초과,Saururaceae,6,8,Y,N,높이 50-100cm이다.
1026,갯질경이,Plantago major f. yezomaritima (Koidz.) Ohwi,질경이과,Plantaginaceae,5,7,N,N,높이 30-60cm
1027,털질경이,Plantago depressa Willd.,질경이과,Plantaginaceae,5,7,N,N,꽃대의 높이가 10-30cm정도로 자란다.
1028,개질경이,Plantago camtschatica Cham. ex Link,질경이과,Plantaginaceae,5,6,N,N,꽃대의 길이 15-30cm
1029,왕질경이,Plantago major var. japonica (Franch. & Sav.) Miyabe,질경이과,Plantaginaceae,5,7,N,N,꽃대의 길이가 50cm정도이다.
1030,질경이,Plantago asiatica L.,질경이과,Plantaginaceae,6,8,N,N,꽃대가 높이 10-50cm 정도 자란다.
1031,갯질경,Limonium tetragonum (Thunb.) Bullock,갯질경과,Plumbaginaceae,9,10,N,N,화경花莖의 높이 30-60cm
1032,개대황,Rumex longifolius DC.,마디풀과,Polygonaceae,5,7,Y,N,높이가 80-120cm 정도로 자란다.
1033,가는잎소리쟁이,Rumex stenophyllus Ledeb.,마디풀과,Polygonaceae,7,8,N,N,높이 30~60cm이다.
1034,금소리쟁이,Rumex maritimus L.,마디풀과,Polygonaceae,7,8,N,N,높이가 30-60cm 정도 된다.
1035,토대황,Rumex aquaticus L.,마디풀과,Polygonaceae,7,8,N,N,높이가 80-150cm 정도된다.
1036,수영,Rumex acetosa L.,마디풀과,Polygonaceae,5,6,N,N,높이 30-80cm.
1037,참소리쟁이,Rumex japonicus Houtt.,마디풀과,Polygonaceae,5,7,N,N,높이 40-100cm.
1038,묵밭소리쟁이,Rumex conglomeratus Murray,마디풀과,Polygonaceae,5,7,N,N,높이가 1m 가량 된다.
1039,호대황,Rumex gmelini Turcz. ex Ledeb.,마디풀과,Polygonaceae,7,8,N,N,높이가 1m 가량된다.
1040,장군풀,Rheum coreanum Nakai,마디풀과,Polygonaceae,7,8,N,Y,높이 2m이상.
1041,큰옥매듭풀,Polygonum bellardii All.,마디풀과,Polygonaceae,8,8,Y,N,높이가 40-50cm 정도 된다.
1042,부산마디풀,Polygonum humifusum Merk ex C.Koch,마디풀과,Polygonaceae,7,9,N,N,높이 10~20cm이다.
1043,개마디풀,Polygonum equisetiforme Sibth. & Sm.,마디풀과,Polygonaceae,8,8,N,N,높이 40-50cm.
1044,마디풀,Polygonum aviculare L.,마디풀과,Polygonaceae,6,7,N,N,높이 30-40cm.
1045,갯마디풀,Polygonum arenastrum Boreau,마디풀과,Polygonaceae,9,10,N,N,높이 80cm이다.
1046,가는개여뀌,Persicaria trigonocarpa (Makino) Nakai,마디풀과,Polygonaceae,8,10,N,N,높이가 30~50cm 정도로 자란다.
1047,솜흰여뀌,Persicaria lapathifolia var. salicifolia Miyabe,마디풀과,Polygonaceae,5,9,N,N,높이 30-60cm.
1048,민미꾸리낚시,Persicaria sieboldii var. aestiva Ohki ex T.B.Lee,마디풀과,Polygonaceae,5,8,N,N,높이가 20-100cm 정도 된다.
1049,끈끈이여뀌,Persicaria viscofera (Makino) Nakai,마디풀과,Polygonaceae,7,8,N,N,높이가 40-80cm 가량 된다.
1050,기생여뀌,Persicaria viscosa (Buch.-Ham. ex D.Don) H.Gross ex Nakai,마디풀과,Polygonaceae,6,9,N,N,높이가 40-120cm 정도이다.
1051,가시여뀌,Persicaria dissitiflora (Hemsl.) H.Gross ex Mori,마디풀과,Polygonaceae,7,8,N,N,높이가 1m 가량 된다.
1052,만주겨이삭여뀌,Persicaria foliosa (H.Lindb.) Kitag.,마디풀과,Polygonaceae,8,9,N,N,높이가 20-30cm 가량 자란다.
1053,개여뀌,Persicaria longiseta (Bruijn) Kitag.,마디풀과,Polygonaceae,6,9,N,N,높이 20~50cm정도.
1054,가는여뀌,Persicaria hydropiper var. fastigiatum Nakai,마디풀과,Polygonaceae,6,9,N,N,높이 40-80cm
1055,흰명아주여뀌,Persicaria lapathifolia f. alba Y.N.Lee,마디풀과,Polygonaceae,7,9,N,N,높이 1m
1056,바늘여뀌,Persicaria bungeana (Turcz.) Nakai ex Mori,마디풀과,Polygonaceae,7,7,N,N,높이 20-60cm정도로 자란다.
1057,이삭여뀌,Persicaria filiformis (Thunb.) Nakai ex Mori,마디풀과,Polygonaceae,7,8,N,N,높이 50-80cm이다.
1058,고마리,Persicaria thunbergii (Siebold & Zucc.) H.Gross,마디풀과,Polygonaceae,8,9,N,N,길이가 1m에 이른다.
1059,긴화살여뀌,Persicaria breviochreata (Makino) Ohwi,마디풀과,Polygonaceae,9,10,N,N,높이가 30-50cm 정도 된다.
1060,긴미꾸리낚시,Persicaria hastatosagittata (Makino) Nakai ex Mori,마디풀과,Polygonaceae,8,10,N,N,길이가 80cm 가량된다.
1061,미꾸리낚시,Persicaria sagittata (L.) H.Gross,마디풀과,Polygonaceae,5,8,N,N,높이가 20-100cm 정도 된다.
1062,털미꾸리낚시,Persicaria sieboldii var. sericea Nakai ex T.B.Lee,마디풀과,Polygonaceae,5,8,N,N,길이 20-100cm.
1063,산여뀌,Persicaria nepalensis (Meisn.) H.Gross,마디풀과,Polygonaceae,8,8,N,N,높이 30cm 정도에 이른다.
1064,장대여뀌,Persicaria posumbu var. laxiflora (Meisn.) H. Hara,마디풀과,Polygonaceae,6,9,N,N,높이가 35-60cm 정도이다.
1065,꽃여뀌,Persicaria conspicua (Nakai) Nakai ex Mori,마디풀과,Polygonaceae,6,7,N,N,높이가 50-70cm 가량된다.
1066,세뿔여뀌,Persicaria debilis (Meisn.) H.Gross ex Mori,마디풀과,Polygonaceae,8,9,N,N,높이 20-40cm 정도 된다.
1067,명아자여뀌,Persicaria nodosa (Pers.) Opiz,마디풀과,Polygonaceae,7,9,N,N,높이 120cm이다.
1068,나도미꾸리낚시,Persicaria maackiana (Regel) Nakai ex Mori,마디풀과,Polygonaceae,7,9,N,N,높이 40-100cm.
1069,며느리배꼽,Persicaria perfoliata (L.) H.Gross,마디풀과,Polygonaceae,7,9,N,N,길이 2m정도 자란다.
1070,며느리밑씻개,Persicaria senticosa (Meisn.) H.Gross ex Nakai,마디풀과,Polygonaceae,7,8,N,N,길이 1-2m정도 자란다.
1071,봄여뀌,Persicaria vulgaris Webb & Moq.,마디풀과,Polygonaceae,5,10,N,N,높이가 20-60cm 가량 된다.
1072,물여뀌,Persicaria amphibia (L.) S.F.Gray,마디풀과,Polygonaceae,8,9,Y,N,키 30-50cm이다.
1073,여뀌,Persicaria hydropiper (L.) Delarbre,마디풀과,Polygonaceae,6,9,N,N,높이 40-80cm 정도로 자란다.
1074,흰꽃여뀌,Persicaria japonica (Meisn.) H.Gross ex Nakai,마디풀과,Polygonaceae,7,8,N,N,높이가 60-100cm 가량 자란다.
1075,흰여뀌,Persicaria lapathifolia (L.) Delarbre,마디풀과,Polygonaceae,5,9,N,N,높이 30-60cm이다.
1076,넓은잎미꾸리낚시,Persicaria muricata (Meisn.) Nemoto,마디풀과,Polygonaceae,9,10,N,N,높이가 50cm 가량 자란다.
1077,새이삭여뀌,Persicaria neofiliformis (Nakai) Ohki,마디풀과,Polygonaceae,7,8,N,N,높이 50-80cm.
1078,좁은잎미꾸리낚시,Persicaria praetermissa (Hook. f.) Hara,마디풀과,Polygonaceae,8,9,N,N,높이 30-80cm 정도로 자란다.
1079,바보여뀌,Persicaria pubescens (Blume) H. Hara,마디풀과,Polygonaceae,8,8,N,N,높이가 40-80cm 정도로 자란다.
1080,큰끈끈이여뀌,Persicaria viscofera var. robusta (Makino) Hiyama,마디풀과,Polygonaceae,7,8,N,N,높이 40-80cm
1081,나도수영,Oxyria digyna (L.) Hill,마디풀과,Polygonaceae,7,8,N,N,꽃대는 높이 10-35cm에 이른다.
1082,호장근,Fallopia japonica (Houtt.) RonseDecr.,마디풀과,Polygonaceae,6,8,N,N,높이가 1m 또는 그 이상으로 자란다.
1083,애기닭의덩굴,Fallopia pauciflora (Maxim.) Kitag.,마디풀과,Polygonaceae,7,7,N,N,높이 1m이다.
1084,나도하수오,Fallopia ciliinervis (Nakai) Hammer,마디풀과,Polygonaceae,6,8,N,N,길이가 2m 가량 자란다.
1085,왕호장근,Fallopia sachalinensis (F.Schmidt) RonseDecr.,마디풀과,Polygonaceae,8,9,N,N,높이 2~3m정도로 자란다.
1086,가는범꼬리,Bistorta alopecuroides (Turcz. ex Besser) Kom.,마디풀과,Polygonaceae,6,7,N,N,높이 15-30cm.
1087,범꼬리,Bistorta manshuriensis (Petrov ex Kom.) Kom.,마디풀과,Polygonaceae,6,7,N,N,꽃대는 높이 30-80cm.
1088,털씨범꼬리,Bistorta vivipara f. roessleri (G.B.Mannageta) Kitag.,마디풀과,Polygonaceae,7,8,N,N,꽃대의 높이 10-30cm.
1089,흰범꼬리,Bistorta incana (Nakai) Nakai ex Mori,마디풀과,Polygonaceae,6,8,N,N,높이 80cm 가량 된다.
1090,호범꼬리,Bistorta ochotensis (Petrov ex Kom.) Kom.,마디풀과,Polygonaceae,7,8,N,N,높이15-30cm에 달한다.
1091,이른범꼬리,Bistorta tenuicaulis (Bisset & S.Moore) Nakai,마디풀과,Polygonaceae,4,5,N,N,꽃대는 높이가 7-15cm 가량 자란다.
1092,참범꼬리,Bistorta pacifica (Petrov ex Kom.) Kom.,마디풀과,Polygonaceae,7,8,N,N,꽃대는 높이 70cm에 이른다.
1093,눈범꼬리,Bistorta suffulta (Maxim.) Greene ex H.Gross,마디풀과,Polygonaceae,5,7,N,N,꽃대의 높이 20-40cm이다.
1094,씨범꼬리,Bistorta vivipara (L.) Gray,마디풀과,Polygonaceae,7,8,N,N,키 10-30cm이다.
1095,애기씨범꼬리,Bistorta vivipara var. angustifolia Nakai,마디풀과,Polygonaceae,7,8,N,N,꽃대의 높이 높이 10-30cm
1096,긴개싱아,Aconogonon ajanense (Regel & Tiling) H. Hara,마디풀과,Polygonaceae,7,8,N,N,높이가 10-30cm 가량 된다.
1097,왜개싱아,Aconogonon divaricatum (L.) Nakai ex T.Mori,마디풀과,Polygonaceae,5,6,N,N,높이가 1m 가량 자란다.
1098,개싱아,Aconogonon micranthum Nakai ex Mori,마디풀과,Polygonaceae,6,8,N,N,높이 1m이다.
1099,얇은개싱아,Aconogonon mollifolium (Kitag.) H. Hara,마디풀과,Polygonaceae,7,8,N,Y,높이가 80cm 가량 된다.
