연번,국명,학명,과국명,과명,개화기시작(월),결실기(월),보호식물여부,특산식물여부,크기
2474,달구지풀,Trifolium lupinaster L.,콩과,Fabaceae,6,9,N,N,높이가 30cm에 이른다.
2475,갯활량나물,Thermopsis lupinoides (L.) Link,콩과,Fabaceae,5,8,Y,N,높이 40~80cm
2476,개느삼,Sophora koreensis Nakai,콩과,Fabaceae,5,5,Y,Y,높이 1m.
2477,고삼,Sophora flavescens Aiton,콩과,Fabaceae,6,8,N,N,높이 1m
2478,칡,Pueraria lobata (Willd.) Ohwi,콩과,Fabaceae,8,8,N,N,"길이 10m 이상, 지름 20cm."
2479,두메자운,Oxytropis anertii Nakai ex Kitag.,콩과,Fabaceae,7,8,N,N,높이가 12cm정도로 자란다.
2480,털두메자운,Oxytropis racemosa Turcz.,콩과,Fabaceae,8,8,N,N,높이 5~13cm이다.
2481,흰두메자운,Oxytropis anertii f. alba Y.N.Lee,콩과,Fabaceae,7,8,N,N,높이 12cm
2482,노랑개자리,Medicago ruthenica (L.) Ledeb.,콩과,Fabaceae,7,7,N,N,높이 60cm
2483,다릅나무,Maackia amurensis Rupr.,콩과,Fabaceae,7,7,N,N,"높이 15m, 지름 50cm."
2484,개물푸레나무,Maackia amurensis Rupr. var. buergeri (Maxim.) C.K.Schneid.,콩과,Fabaceae,7,7,N,N,"높이 15m, 직경 1.5m에 달한다."
2485,벌노랑이,Lotus corniculatus L. var. japonica Regel,콩과,Fabaceae,6,8,N,N,높이가 약 30cm 정도된다.
2486,풀싸리,Lespedeza thunbergii Nakai subsp. formosa (Vogel) H.Ohashi,콩과,Fabaceae,8,9,N,N,높이 1 ~ 2m.
2487,해변싸리,Lespedeza maritima Nakai,콩과,Fabaceae,8,9,N,Y,높이 2m.
2488,괭이싸리,Lespedeza pilosa (Thunb.) Siebold & Zucc.,콩과,Fabaceae,8,9,N,N,높이 30-60cm 정도
2489,삼색싸리,Lespedeza tricolor (Nakai) D.P.Jin,콩과,Fabaceae,5,7,N,N,높이 3m 정도
2490,호비수리,Lespedeza davurica (Laxm.) Schindl.,콩과,Fabaceae,8,8,N,N,높이가 30-50cm 정도로 자란다.
2491,고양싸리,Lespedeza x robusta Nakai,콩과,Fabaceae,8,9,N,N,높이가 2m 정도 된다.
2492,긴괭이싸리,Lespedeza pilosa var. pedunculata T.B.Lee,콩과,Fabaceae,8,9,N,N,높이 60㎝ 정도
2493,털싸리,Lespedeza bicolor var. sericea Nakai,콩과,Fabaceae,7,8,N,N,높이 3m 정도
2494,참싸리,Lespedeza cyrtobotrya Miq.,콩과,Fabaceae,7,9,N,N,높이 2m.
2495,흰싸리,Lespedeza bicolor f. alba (Bean) Ohwi,콩과,Fabaceae,7,8,N,N,높이 3m 정도
2496,긴잎참싸리,Lespedeza cyrtobotrya var. longifolia Nakai,콩과,Fabaceae,7,7,N,N,높이 2m 정도
2497,늦싸리,Lespedeza maximowiczii var. elongata Nakai,콩과,Fabaceae,8,9,Y,N,높이는 2-3m 정도로 자란다.
2498,흰참싸리,Lespedeza cyrtobotrya f. semialba T.B.Lee,콩과,Fabaceae,7,7,N,N,높이 2m 정도
2499,흰조록싸리,Lespedeza maximowiczii f. albiflora Uyeki,콩과,Fabaceae,6,7,N,N,높이 3m 정도
2500,흰풀싸리,Lespedeza thunbergii var. intermedia f. alba T.B.Lee,콩과,Fabaceae,8,9,N,N,높이 1-2m 정도
2501,싸리,Lespedeza bicolor Turcz.,콩과,Fabaceae,5,8,N,N,높이 3m.
2502,비수리,Lespedeza cuneata (Dum.Cours.) G.Don,콩과,Fabaceae,8,9,N,N,높이 1m
2503,조록싸리,Lespedeza maximowiczii C.K.Schneid.,콩과,Fabaceae,6,7,N,N,높이 2 ~ 3m.
2504,개싸리,Lespedeza tomentosa (Thunb.) Siebold ex Maxim.,콩과,Fabaceae,8,9,N,N,높이가 1m에 달한다.
2505,땅괭이싸리,Lespedeza x patentihirta T.B.Lee,콩과,Fabaceae,8,9,N,N,높이 60㎝ 정도
2506,좀싸리,Lespedeza virgata (Thunb.) DC.,콩과,Fabaceae,8,9,N,N,높이 50cm
2507,개파리채,Lespedeza juncea var. subsericea Kom.,콩과,Fabaceae,7,7,N,N,높이가 1m 정도로 자란다.
2508,부채싸리,Lespedeza thunbergii var. retusa T.B.Lee,콩과,Fabaceae,8,9,N,N,높이 1-2m 에 달한다.
2509,선녀싸리,Lespedeza cyrtobotrya f. alba T.B.Lee,콩과,Fabaceae,7,7,N,N,높이 2m 정도
2510,청비수리,Lespedeza inschanica (Maxim.) Schindl.,콩과,Fabaceae,8,9,N,N,1m
2511,검나무싸리,Lespedeza melanantha Nakai,콩과,Fabaceae,7,8,N,N,높이 약 3m에 달한다.
2512,털조록싸리,Lespedeza maximowiczii C.K.Schneid. var. tomentella (Nakai) Nakai,콩과,Fabaceae,6,7,N,N,높이는 2m 정도 자란다.
2513,애기완두,Lathyrus humilis (Ser.) Spreng.,콩과,Fabaceae,5,6,N,N,높이 25~50cm이다.
2514,갯완두,Lathyrus japonicus Willd.,콩과,Fabaceae,5,6,N,N,길이 20- 60cm.
2515,연리초,Lathyrus quinquenervius (Miq.) Litv.,콩과,Fabaceae,5,5,N,N,높이 30-60cm이다.
2516,털연리초,Lathyrus palustris L. subsp. pilosus (Cham.) Hult?n,콩과,Fabaceae,5,6,Y,N,길이 40~80cm
2517,털갯완두,Lathyrus japonicus Willd. var. aleuticus (Greene ex T.G.White) Fernald,콩과,Fabaceae,5,6,N,N,길이 20-60cm
2518,선연리초,Lathyrus komarovii Ohwi,콩과,Fabaceae,6,6,N,N,높이 30~60cm
2519,활량나물,Lathyrus davidii Hance,콩과,Fabaceae,6,8,N,N,높이 80-120cm이다.
2520,둥근매듭풀,Kummerowia stipulacea (Maxim.) Makino,콩과,Fabaceae,7,7,N,N,높이가 10-20cm 정도로 자란다.
2521,매듭풀,Kummerowia striata (Thunb.) Schindl.,콩과,Fabaceae,8,9,N,N,"높이 10~30cm,"
2522,땅비싸리,Indigofera kirilowii Maxim. ex Palib.,콩과,Fabaceae,5,6,N,N,높이 1m.
2523,낭아초,Indigofera pseudotinctoria Matsum.,콩과,Fabaceae,7,9,N,N,높이 30 ~ 60cm.
2524,민땅비싸리,Indigofera koreana Ohwi,콩과,Fabaceae,5,6,N,N,높이 1m에 달한다.
2525,애기자운,Gueldenstaedtia verna (Georgi) Boriss.,콩과,Fabaceae,7,8,Y,N,높이가 5-10cm 정도로 자란다.
2526,돌콩,Glycine soja Siebold & Zucc.,콩과,Fabaceae,7,8,N,N,덩굴의 길이가 2m 정도로 자란다.
2527,주엽나무,Gleditsia japonica Miq.,콩과,Fabaceae,6,6,N,N,높이 20m. 
2528,민주엽나무,Gleditsia japonica Miq. f. inarmata Nakai,콩과,Fabaceae,6,6,N,N,"수고 20m, 직경 70㎝ 정도"
2529,만년콩,Euchresta japonica Hook.f. ex Regel,콩과,Fabaceae,6,7,Y,N,높이 30 ~ 60cm.
2530,여우팥,Dunbaria villosa (Thunb.) Makino,콩과,Fabaceae,7,8,N,N,50~200cm
2531,비진도콩,Dumasia truncata Siebold & Zucc.,콩과,Fabaceae,8,9,N,N,길이 100~300cm
2532,된장풀,Desmodium caudatum (Thunb.) DC.,콩과,Fabaceae,6,6,Y,N,높이 1.5m 정도 자란다.
2533,잔디갈고리,Desmodium heterocarpon (L.) DC.,콩과,Fabaceae,9,10,N,N,1~3m
2534,활나물,Crotalaria sessiliflora L.,콩과,Fabaceae,7,9,N,N,높이 20~70cm이다.
2535,차풀,Chamaecrista nomame (Makino) H.Ohashi,콩과,Fabaceae,7,8,N,N,높이 약 30~60cm이다.
2536,좀골담초,Caragana microphylla Lam.,콩과,Fabaceae,5,5,N,N,높이 2m 정도.
2537,골담초,Caragana sinica (Buc'hoz) Rehder,콩과,Fabaceae,5,5,N,N,높이 2m.
2538,반용골담초,Caragana sinica var. megalamtha Schneid,콩과,Fabaceae,5,5,N,N,높이 2m 정도
2539,붉은꽃싸리,Campylotropis macrocarpa f. rosea Uyeki,콩과,Fabaceae,8,10,N,N,높이 1.5m에 달한다.
2540,꽃싸리,Campylotropis macrocarpa (Bunge) Rehder,콩과,Fabaceae,8,9,N,N,높이 1m  내외.
2541,실거리나무,Caesalpinia decapetala (Roth) Alston,콩과,Fabaceae,6,6,N,N,길이 6~7m.
2542,자주황기,Astragalus dahuricus (Pall.) DC.,콩과,Fabaceae,6,8,Y,N,길이 50~100cm
2543,정선황기,Astragalus koraiensis Y.N.Lee,콩과,Fabaceae,7,8,Y,N,높이 약 30cm
2544,자주개황기,Astragalus laxmannii Jacq.,콩과,Fabaceae,7,8,N,N,높이 10-30cm
2545,설령황기,Astragalus setsureianus Nakai,콩과,Fabaceae,8,8,N,N,높이 10~28cm이다.
2546,개황기,Astragalus uliginosus L.,콩과,Fabaceae,6,8,N,N,높이 1m
2547,염주황기,Astragalus membranaceus var. mandshuricus Nakai,콩과,Fabaceae,7,8,N,N,높이 30cm가량.
2548,황기,Astragalus penduliflorus Lam. var. dahuricus (DC.) X.Y. Zhu,콩과,Fabaceae,7,8,N,N,높이 1m 이상 자란다.
2549,새콩,Amphicarpaea bracteata (L.) Fernald subsp. edgeworthii (Benth.) H.Ohashi,콩과,Fabaceae,8,9,N,N,길이 1~2m
2550,자귀나무,Albizia julibrissin Durazz.,콩과,Fabaceae,7,7,N,N,높이 3 ~ 5m.
2551,왕자귀나무,Albizia kalkora (Roxb.) Prain,콩과,Fabaceae,6,7,Y,N, 높이 6 ~ 8m(흔히 3m 정도).
2552,자귀풀,Aeschynomene indica L.,콩과,Fabaceae,7,7,N,N,높이 50-80cm
2553,등,Wisteria floribunda (Willd.) DC.,콩과,Fabaceae,5,5,N,N,길이 10m이상으로 자란다.
2554,흰등,Wisteria floribunda (Willd.) DC. f. alba Rehder & E.H.Wilson,콩과,Fabaceae,5,5,N,N,길이 10m 이상
2555,넓은묏황기,Hedysarum hedysaroides (L.) Schinz & Thell.,콩과,Fabaceae,7,8,N,N,높이가 25-80cm 정도로 자란다.
2556,나도황기,Hedysarum vicioides var. japonicum (Fedtsch.) B.H.Choi & Ohashi,콩과,Fabaceae,7,8,N,N,높이 70cm
2557,묏황기,Hedysarum alpinum L.,콩과,Fabaceae,8,8,N,N,높이 1m.
2558,속단아재비,Paraphlomis koreana S.C.Ko & G.Y.Chung,꿀풀과,Lamiaceae,4,5,N,N,높이 10~20cm
2559,흰백리향,Thymus quinquecostatus f. albus Y.N.Lee,꿀풀과,Lamiaceae,6,8,N,N,높이는 20cm 안팎이다.
2560,백리향,Thymus quinquecostatus Celak.,꿀풀과,Lamiaceae,6,6,Y,N,높이 20~40cm
2561,곽향,Teucrium veronicoides Maxim.,꿀풀과,Lamiaceae,7,8,N,N,높이 20-30cm 정도로 자란다.
2562,개곽향,Teucrium japonicum Houtt.,꿀풀과,Lamiaceae,7,8,N,N,높이 30~70cm이다.
2563,덩굴곽향,Teucrium viscidum var. miquelianum (Maxim.) Hara,꿀풀과,Lamiaceae,7,9,N,N,높이 25~40cm이다.
2564,석잠풀,Stachys japonica Miq.,꿀풀과,Lamiaceae,6,9,N,N,높이 30~60cm이다.
2565,개석잠풀,Stachys japonica var. hispidula (Hara) Y.M.Lee & H.J.Choi,꿀풀과,Lamiaceae,6,9,N,N,높이 30~60cm
2566,털석잠풀,Stachys japonica var. villosa (Kudo) Ohwi,꿀풀과,Lamiaceae,6,9,N,N,높이 30-60cm
2567,가는골무꽃,Scutellaria regeliana Nakai,꿀풀과,Lamiaceae,6,9,N,N,높이 20~40cm 정도로 자란다.
2568,흰수골무꽃,Scutellaria dentata var. alpina f. albida Y.N.Lee,꿀풀과,Lamiaceae,6,8,N,N,높이 15cm
2569,골무꽃,Scutellaria indica L.,꿀풀과,Lamiaceae,5,6,N,N,높이 20-40cm이다.
2570,왜골무꽃,Scutellaria strigillosa var. yezoensis (Kudo) Kitam.,꿀풀과,Lamiaceae,7,8,N,N,높이 10-40cm
2571,수골무꽃,Scutellaria dentata var. alpina Nakai,꿀풀과,Lamiaceae,6,8,N,N,높이 15cm가량
2572,구슬골무꽃,Scutellaria moniliorrhiza Kom.,꿀풀과,Lamiaceae,7,8,N,N,높이 25cm 정도이다.
2573,호골무꽃,Scutellaria pekinensis var. ussuriensis (Regel) Hand.-Mazz.,꿀풀과,Lamiaceae,5,6,N,N,높이 15-30cm
2574,좀골무꽃,Scutellaria indica var. parvifolia (Makino) Makino,꿀풀과,Lamiaceae,5,6,N,N,높이 5-20cm
2575,애기골무꽃,Scutellaria dependens Maxim.,꿀풀과,Lamiaceae,7,8,N,N,높이 10-30cm
2576,그늘골무꽃,Scutellaria fauriei H.L?v. & Vaniot,꿀풀과,Lamiaceae,6,8,N,N,높이 4-25cm이다.
2577,광릉골무꽃,Scutellaria insignis Nakai,꿀풀과,Lamiaceae,5,6,Y,Y,높이가 40-70cm가량 된다.
2578,다발골무꽃,Scutellaria asperiflora Nakai,꿀풀과,Lamiaceae,6,6,N,Y,높이는 37cm 가량 된다.
2579,참골무꽃,Scutellaria strigillosa Hemsl.,꿀풀과,Lamiaceae,7,8,N,N,높이 10~40cm이다.
2580,산골무꽃,Scutellaria pekinensis var. transitra (Makino) H. Hara,꿀풀과,Lamiaceae,5,6,N,N,높이 15-30cm이다.
2581,떡잎골무꽃,Scutellaria indica var. tsusimensis (Hara) Ohwi,꿀풀과,Lamiaceae,5,6,N,N,높이 10-30cm
2582,창골무꽃,Scutellaria barbata D. Don,꿀풀과,Lamiaceae,5,7,N,N,높이 35~50cm
2583,배암차즈기,Salvia plebeia R.Br.,꿀풀과,Lamiaceae,5,7,N,N,높이 30~70cm이다.
2584,둥근배암차즈기,Salvia japonica Thunb.,꿀풀과,Lamiaceae,6,8,N,N,키는 약 30cm 정도
2585,참배암차즈기,Salvia chanryoenica Nakai,꿀풀과,Lamiaceae,8,8,Y,Y,높이 50cm정도이다.
2586,꿀풀,Prunella vulgaris var. lilacina Nakai,꿀풀과,Lamiaceae,5,7,N,N,높이 20~30cm
2587,흰꿀풀,Prunella vulgaris f. albiflora Nakai,꿀풀과,Lamiaceae,5,7,N,N,높이 20-30cm
2588,두메꿀풀,Prunella vulgaris L. var. aleutica Fernald,꿀풀과,Lamiaceae,5,7,N,N,높이 20-30cm.
2589,흰속단,Phlomis umbrosa f. albiflora Y.N.Lee,꿀풀과,Lamiaceae,7,7,N,N,높이 1m 가량
2590,산속단,Phlomis koraiensis Nakai,꿀풀과,Lamiaceae,8,9,N,N,높이 60cm정도로 자란다.
2591,속단,Phlomis umbrosa Turcz.,꿀풀과,Lamiaceae,7,7,N,N,높이 1m이다.
2592,개박하,Nepeta cataria L.,꿀풀과,Lamiaceae,6,8,Y,N,높이 50~100cm 정도이다.
2593,간장풀,Nepeta stewartiana Diels,꿀풀과,Lamiaceae,7,8,N,N,높이 1m에 달한다.
2594,털쥐깨,Mosla dianthera var. nana (Hara) Ohwi,꿀풀과,Lamiaceae,7,9,N,N,높이 20~60cm이다. 
2595,산들깨,Mosla japonica (Benth.) Maxim.,꿀풀과,Lamiaceae,7,8,Y,N,키는 10~40cm.
2596,쥐깨풀,Mosla dianthera (Buch.-Ham. ex Roxb.) Maxim.,꿀풀과,Lamiaceae,7,9,N,N,높이 20~60cm이다. 
2597,들깨풀,Mosla punctulata (J.F.Gmelin) Nakai,꿀풀과,Lamiaceae,8,9,N,N,높이 20~60cm 내외이다.
2598,푸른산들깨,Mosla japonica var. robusta Ohwi,꿀풀과,Lamiaceae,7,8,N,N,높이 10-40cm
2599,섬쥐깨풀,Mosla japonica var. thymolifera (Makino) Kitam.,꿀풀과,Lamiaceae,8,8,Y,N,높이 15-40cm
2600,박하,Mentha piperascens (Malinv.) Holmes,꿀풀과,Lamiaceae,7,9,N,N,높이 50cm이다.
2601,벌깨덩굴,Meehania urticifolia (Miq.) Makino,꿀풀과,Lamiaceae,5,5,N,N,화경의 높이가 15~30cm이다.
2602,붉은벌깨덩굴,Meehania urticifolia f. rubra T.B.Lee,꿀풀과,Lamiaceae,5,5,N,N,꽃대의 높이 15-30cm
2603,흰벌깨덩굴,Meehania urticifolia f. leucantha Hara,꿀풀과,Lamiaceae,5,5,N,N,꽃대의 높이 15-30cm
2604,쉽싸리,Lycopus lucidus Turcz. ex Benth.,꿀풀과,Lamiaceae,7,8,N,N,높이 1m에 달한다.
2605,애기쉽싸리,Lycopus maackianus (Maxim. ex Herder) Makino,꿀풀과,Lamiaceae,7,9,N,N,높이 30-70cm로 자란다.
2606,털쉽싸리,Lycopus uniflorus Michx.,꿀풀과,Lamiaceae,7,8,N,N,높이가 20-40cm정도로 자란다.
2607,개쉽싸리,Lycopus ramosissimus (Makino) Makino,꿀풀과,Lamiaceae,8,9,N,N,높이 30cm 이다.
2608,송장풀,Leonurus macranthus Maxim.,꿀풀과,Lamiaceae,8,8,N,N,높이가 1m정도에 이른다.
2609,익모초,Leonurus japonicus Houtt.,꿀풀과,Lamiaceae,7,8,N,N,높이 1m이상 자라는 것도 있다.
2610,섬광대수염,Lamium takesimense Nakai,꿀풀과,Lamiaceae,5,6,Y,Y,높이가 1m 가량된다.
2611,호광대수염,Lamium cuspidatum Nakai,꿀풀과,Lamiaceae,7,8,N,N,높이는 50cm정도이다.
2612,광대수염,Lamium album var. barbatum (Siebold & Zucc.) Franch. & Sav.,꿀풀과,Lamiaceae,5,5,N,N,높이 30~60cm이다.
2613,광대나물,Lamium amplexicaule L.,꿀풀과,Lamiaceae,4,5,N,N,높이 10~30cm이다.
2614,왜광대수염,Lamium album L.,꿀풀과,Lamiaceae,5,6,N,N,50cm 내외이다.
2615,흰꽃광대나물,Lagopsis supina (Stephan) Ikonn.-Gal. ex Knorring,꿀풀과,Lamiaceae,6,7,N,N,높이 20~50cm이다.
2616,산박하,Isodon inflexus (Thunb.) Kudo,꿀풀과,Lamiaceae,6,8,N,N,높이 40~100cm이다.
2617,오리방풀,Isodon excisus (Maxim.) Kudo,꿀풀과,Lamiaceae,6,8,N,N,높이가 50-100cm정도이다.
2618,방아풀,Isodon japonicus (Burm.) Hara,꿀풀과,Lamiaceae,8,9,N,N,높이 50~100cm이다. 
2619,지리오리방풀,Isodon excisus var. coreanus T.B.Lee,꿀풀과,Lamiaceae,6,8,N,N,높이 50-100cm.
2620,깨나물,Isodon inflexus var. macrophyllus (Maxim.) Kitag.,꿀풀과,Lamiaceae,6,8,N,N,높이 40-100cm.
2621,털산박하,Isodon inflexus var. canescens (Nakai) Kudo,꿀풀과,Lamiaceae,6,8,N,N,높이 40-100cm
2622,영도산박하,Isodon inflexus var. microphyllus Kudo,꿀풀과,Lamiaceae,6,8,N,N,높이 40-100cm
2623,둥근오리방풀,Isodon excisus var. chiisanensis T.B.Lee,꿀풀과,Lamiaceae,6,8,N,N,높이 50-100cm.
2624,흰오리방풀,Isodon excisus f. albiflorus (Sakata) Hara,꿀풀과,Lamiaceae,6,8,N,N,높이 50-100cm
2625,자주방아풀,Isodon serra (Maxim.) Kudo,꿀풀과,Lamiaceae,9,10,N,N,높이 1m 정도로 자란다.
2626,긴잎산박하,Isodon inflexus var. transiticus Matsum. & Kudo,꿀풀과,Lamiaceae,6,8,N,N,높이 40-100cm
2627,털향유,Galeopsis bifida Boenn.,꿀풀과,Lamiaceae,6,7,N,N,높이가 20-50cm정도로 자란다.
2628,가는잎향유,Elsholtzia angustifolia (Loes.) Kitag.,꿀풀과,Lamiaceae,9,10,Y,N,높이 50cm 정도로 자란다.
2629,좀향유,Elsholtzia minima Nakai,꿀풀과,Lamiaceae,9,10,N,Y,높이가 2-5cm정도로 자란다.
2630,꽃향유,Elsholtzia splendens Nakai,꿀풀과,Lamiaceae,9,10,N,N,높이가 60cm정도된다.
2631,분홍꽃향유,Elsholtzia splendens f. roseola Y.N.Lee,꿀풀과,Lamiaceae,9,10,N,N,높이 60cm이다.
2632,애기향유,Elsholtzia saxatilis (Kom.) Nakai ex Kitag.,꿀풀과,Lamiaceae,10,10,N,N,높이 30cm에 달한다. 
2633,흰꽃향유,Elsholtzia splendens f. albiflora Y.N.Lee,꿀풀과,Lamiaceae,9,10,N,N,높이 60㎝정도
2634,향유,Elsholtzia ciliata (Thunb.) Hyl.,꿀풀과,Lamiaceae,8,9,N,N,높이 30~60cm이다.
2635,흰향유,Elsholtzia ciliata f. leucantha (Nakai) T.B.Lee,꿀풀과,Lamiaceae,8,9,N,N,높이 30-60cm
2636,다발꽃향유,"Elsholtzia splendens Nakai ex F.Maek. var. fasciflora N.S.Lee, M.S. Chung & C.S.Lee",꿀풀과,Lamiaceae,10,11,N,N,높이 30~50cm 정도로 자란다.
2637,변산향유,Elsholtzia byeonsanensis M.Kim,꿀풀과,Lamiaceae,11,11,N,N,높이 20~35cm 정도로 자란다.
2638,벌깨풀,Dracocephalum rupestre Hance,꿀풀과,Lamiaceae,7,8,Y,N,높이 20~30cm로 자란다.
2639,용머리,Dracocephalum argunense Fisch. ex Link,꿀풀과,Lamiaceae,6,8,Y,N,높이 15~40cm
2640,흰용머리,Dracocephalum argunense f. alba T.B.Lee,꿀풀과,Lamiaceae,6,8,N,N,높이 15-40cm
2641,두메층층이,Clinopodium micranthum (Regel) Hara,꿀풀과,Lamiaceae,8,8,N,N,높이 20-50cm로 자란다.
2642,탑꽃,Clinopodium gracile var. multicaule (Maxim.) Ohwi,꿀풀과,Lamiaceae,6,8,N,N,높이 10~30cm이다.
2643,애기탑꽃,Clinopodium gracile (Benth.) Kuntze,꿀풀과,Lamiaceae,7,8,N,N,높이 15-30cm정도로 자란다.
2644,꽃층층이꽃,Clinopodium chinense var. grandiflora (Maxim.) Kitag.,꿀풀과,Lamiaceae,7,8,N,N,높이 15-40cm이다.
2645,산층층이,Clinopodium chinense var. shibetchense (H.L?v.) Koidz.,꿀풀과,Lamiaceae,7,8,N,N,높이 15-40cm.
2646,개차즈기,Amethystea caerulea L.,꿀풀과,Lamiaceae,8,9,N,N,높이가 30-80cm정도로 자란다.
2647,내장금란초,Ajuga decumbens var. rosa Y.N.Lee,꿀풀과,Lamiaceae,5,6,N,N,높이 5~15cm이다.
2648,조개나물,Ajuga multiflora Bunge,꿀풀과,Lamiaceae,5,6,N,N,높이가 30cm이다.
2649,자란초,Ajuga spectabilis Nakai,꿀풀과,Lamiaceae,6,6,N,Y,높이가 50cm 정도된다.
2650,붉은조개나물,Ajuga multiflora f. rosea Y.N.Lee,꿀풀과,Lamiaceae,5,6,N,N,높이 30cm.
2651,금창초,Ajuga decumbens Thunb.,꿀풀과,Lamiaceae,5,6,N,N,꽃이 피는 줄기는 높이 5~15cm정도 곧게 자란다.
2652,흰조개나물,Ajuga multiflora f. leucantha (Nakai) T.B.Lee,꿀풀과,Lamiaceae,5,6,N,N,높이 30cm로 자란다.
2653,배초향,Agastache rugosa (Fisch. & Mey.) Kuntze,꿀풀과,Lamiaceae,7,9,N,N,높이가 40-100cm이다.
2654,물마디꽃,Rotala rosea (Poir.) C.D.K.Cook ex H.Hara,부처꽃과,Lythraceae,8,9,N,N,높이 10~30cm
2655,가는마디꽃,Rotala mexicana Cham. & Schltdl.,부처꽃과,Lythraceae,8,10,N,N,높이 3-10cm
2656,부처꽃,Lythrum salicaria subsp. anceps (Koehne) H. Hara,부처꽃과,Lythraceae,7,8,N,N,높이 1m.
2657,털부처꽃,Lythrum salicaria L.,부처꽃과,Lythraceae,7,8,N,N,높이가 1m 에 달한다.
2658,좀부처꽃,Ammannia multiflora Roxb.,부처꽃과,Lythraceae,9,10,N,N,높이 20~30cm
2659,낙지다리,Penthorum chinense Pursh,낙지다리과,Penthoraceae,7,8,Y,N,높이 30-70cm 가량 자란다.
2660,백운란,Vexillabium yakushimensis (Yamam.) F.Maek.,난초과,Orchidaceae,7,7,Y,N,꽃대의 높이 5-12cm.
2661,나도잠자리란,Tulotis ussuriensis (Regel & Maack) Hara,난초과,Orchidaceae,7,8,N,N,높이는 15~35cm이다.
2662,넓은잎잠자리란,Tulotis asiatica Hara,난초과,Orchidaceae,6,8,N,N,높이 25-50㎝.
2663,비비추난초,Tipularia japonica Matsum.,난초과,Orchidaceae,5,6,Y,N,화경花莖은 길이 20-35cm이다.
2664,흰타래난초,Spiranthes sinensis f. albiflora Y.N.Lee,난초과,Orchidaceae,5,8,N,N,높이 10-40㎝이다.
2665,타래난초,Spiranthes sinensis (Pers.) Ames,난초과,Orchidaceae,5,8,N,N,높이 10-40cm.
2666,나도풍란,Sedirea japonica (Rchb.f.) Garay & Sweet,난초과,Orchidaceae,6,8,Y,N,"길이는 7~15cm, 폭은 1.5~2cm"
2667,비자란,Sarcochilus japonicus (Rchb.f.) Miq.,난초과,Orchidaceae,4,5,Y,N,길이 3-7cm
2668,탐라난,Saccolabium japonicum Makino,난초과,Orchidaceae,7,8,Y,N,길이 1-4cm.
2669,방울새란,Pogonia minor (Makino) Makino,난초과,Orchidaceae,6,8,Y,N,높이 10~25cm이다.
2670,흰큰방울새란,Pogonia japonica f. albiflora Y.N.Lee,난초과,Orchidaceae,5,8,N,N,높이 15-30㎝
2671,큰방울새란,Pogonia japonica Rchb.f.,난초과,Orchidaceae,5,7,Y,N,높이 15-30㎝
2672,큰제비란,Platanthera sachalinensis F.Schmidt,난초과,Orchidaceae,6,8,N,N,높이는 40~60cm이다.
2673,제비난초,Platanthera freynii Kraenzl.,난초과,Orchidaceae,6,8,N,N,높이 20~50cm이다.
2674,애기제비란,Platanthera mandarinorum var. maximowicziana (Schltr.) Ohwi,난초과,Orchidaceae,5,8,N,N,높이가 20㎝이하이다.
2675,구름제비란,Platanthera ophrydioides F.Schmidt,난초과,Orchidaceae,7,8,N,N,높이 20-40㎝
2676,산제비란,Platanthera mandarinorum var. brachycentron (Franch. & Sav.) Koidz. ex Ohwi,난초과,Orchidaceae,5,8,N,N,높이 20-40cm이다.
2677,한라잠자리난,Platanthera minor (Miq.) Rchb.f.,난초과,Orchidaceae,6,7,Y,N,높이 30-60㎝
2678,흰제비란,Platanthera hologlottis Maxim.,난초과,Orchidaceae,5,7,N,N,높이는 50~90cm이다.
2679,갈매기난초,Platanthera japonica (Thunb.) Lindl.,난초과,Orchidaceae,5,6,Y,N,높이 40-60㎝.
2680,감자난초,Oreorchis patens (Lindl.) Lindl.,난초과,Orchidaceae,5,6,N,N,꽃대는 높이 30-50cm.
2681,나비난초,Orchis graminifolia (Rchb.f.) T.Tang & F.T.Wang,난초과,Orchidaceae,6,8,N,N,높이 8-15cm.
2682,너도제비란,Orchis jooiokiana Makino,난초과,Orchidaceae,7,8,Y,N,높이 12-30㎝
2683,나도제비란,Orchis cyclochila (Franch. & Sav.) So?,난초과,Orchidaceae,5,9,Y,N,높이 7~17cm이다.
2684,손바닥나비난초,Orchis aristata Fisch. ex Lindl.,난초과,Orchidaceae,6,8,N,N,높이 20~40cm이다.
2685,흰나도제비란,Orchis cyclochila f. leucantha Hort,난초과,Orchidaceae,5,6,N,N,높이 10-15㎝
2686,애기무엽란,Neottia asiatica Ohwi,난초과,Orchidaceae,6,8,N,N,높이 10-20㎝
2687,새둥지란,Neottia nidus-avis var. manshurica Kom.,난초과,Orchidaceae,5,6,N,N,높이 15~45 cm이다.
2688,풍란,Neofinetia falcata (Thunb.) Hu,난초과,Orchidaceae,7,7,Y,N,길이는3~8cm 폭은6~8cm
2689,개미난초,Myrmechis japonica (Rchb.f.) Rolfe,난초과,Orchidaceae,7,8,N,N,높이는 3∼8cm이다.
2690,이삭단엽란,Microstylis monophyllos (L.) Lindl.,난초과,Orchidaceae,7,8,Y,N,높이 20-30㎝.
2691,쌍잎난초,Listera pinetorum Lindl.,난초과,Orchidaceae,8,9,N,N,높이 12-20㎝.
